epoch,accuracy,io_u,loss,val_accuracy,val_io_u,val_loss
0,0.9934022426605225,2.914171773227281e-06,0.08854838460683823,0.9938009977340698,0.0,0.027847399935126305
1,0.994559645652771,0.0,0.015840163454413414,0.9938009977340698,0.0,0.02425249107182026
2,0.9946278929710388,0.0208045095205307,0.013447017408907413,0.9936054348945618,0.086913101375103,0.02332364022731781
3,0.9954253435134888,0.28694504499435425,0.011704200878739357,0.9938924312591553,0.15729619562625885,0.02108628675341606
4,0.9958866834640503,0.3650500774383545,0.010314201936125755,0.9942551851272583,0.13517041504383087,0.02579333633184433
5,0.9963558912277222,0.4380289614200592,0.009023681282997131,0.9944411516189575,0.17996640503406525,0.024366170167922974
6,0.996789813041687,0.5036143660545349,0.007850279100239277,0.9946902990341187,0.24758589267730713,0.024890869855880737
7,0.9972290396690369,0.5673256516456604,0.006723082158714533,0.9945764541625977,0.24940407276153564,0.026678593829274178
8,0.9975797533988953,0.6178088784217834,0.005849056877195835,0.994896411895752,0.31846773624420166,0.02331490069627762
9,0.9979008436203003,0.6644551157951355,0.005046369042247534,0.9948301315307617,0.26969143748283386,0.030051851645112038
10,0.9981380105018616,0.6988024115562439,0.0044642179273068905,0.9949424266815186,0.31605973839759827,0.03068593330681324
11,0.9983232021331787,0.7266250848770142,0.004007616080343723,0.9948118925094604,0.2577727138996124,0.033769894391298294
12,0.9984826445579529,0.7504094243049622,0.0036187644582241774,0.9949638843536377,0.2758033275604248,0.03174647316336632
13,0.9986017346382141,0.7685442566871643,0.003325211349874735,0.9949365258216858,0.3089701533317566,0.035684965550899506
14,0.9986907243728638,0.7820694446563721,0.003110754769295454,0.9949824213981628,0.28263673186302185,0.03768350929021835
15,0.9987886548042297,0.7971699237823486,0.0028735219966620207,0.9949843883514404,0.30190014839172363,0.03744982182979584
16,0.9988799691200256,0.8113816380500793,0.0026655152905732393,0.9950298070907593,0.29328227043151855,0.035995762795209885
17,0.9989230632781982,0.8182026147842407,0.002544849645346403,0.994817316532135,0.2600651979446411,0.039607904851436615
18,0.9990005493164062,0.8303542137145996,0.0023727421648800373,0.9948538541793823,0.2788878083229065,0.045115694403648376
19,0.9990181922912598,0.8331372737884521,0.0023321437183767557,0.9950087666511536,0.3120279908180237,0.03578729182481766
20,0.9990712404251099,0.8415955305099487,0.002199032576754689,0.995093822479248,0.31442025303840637,0.03498469665646553
21,0.9990934133529663,0.8452413082122803,0.002144075697287917,0.9948774576187134,0.27808189392089844,0.044670481234788895
22,0.9991427063941956,0.8531332612037659,0.0020277053117752075,0.994987964630127,0.2844293415546417,0.041619546711444855
23,0.999194324016571,0.8613044023513794,0.001900661620311439,0.9950006604194641,0.2838015854358673,0.04279369115829468
24,0.9992119669914246,0.8642025589942932,0.001856534625403583,0.9948249459266663,0.2757510542869568,0.043643832206726074
25,0.9992320537567139,0.8675655722618103,0.0018178487662225962,0.9949657320976257,0.26499974727630615,0.048016440123319626
26,0.999269962310791,0.8737152814865112,0.0017257742583751678,0.994881808757782,0.2892322540283203,0.04576999321579933
27,0.9993012547492981,0.8788415789604187,0.0016506725223734975,0.9949616193771362,0.2963871657848358,0.04214438050985336
28,0.9993129968643188,0.8807245492935181,0.0016324789030477405,0.994901716709137,0.2800675928592682,0.04484584927558899
29,0.9993263483047485,0.8829118013381958,0.0015981907490640879,0.9949474930763245,0.2889516055583954,0.042114920914173126
