epoch,accuracy,io_u,loss,val_accuracy,val_io_u,val_loss
48,0.9967474341392517,0.8157461285591125,0.007908263243734837,0.9874764680862427,0.4102942645549774,0.056364577263593674
49,0.9967475533485413,0.8157010674476624,0.00791295524686575,0.9876856207847595,0.37827587127685547,0.060151174664497375
50,0.9968035817146301,0.8186197876930237,0.007772568613290787,0.9873413443565369,0.3811746835708618,0.06314895302057266
51,0.9969131350517273,0.8245224356651306,0.0074867550283670425,0.9879950881004333,0.38556236028671265,0.06053585559129715
52,0.9969277381896973,0.8252347707748413,0.007451459765434265,0.9878414869308472,0.3751327693462372,0.062135327607393265
53,0.9970096945762634,0.8296055793762207,0.007252402603626251,0.98676997423172,0.3754253685474396,0.05770193785429001
54,0.9969602823257446,0.8268869519233704,0.007365573197603226,0.9877532124519348,0.380350798368454,0.06419211626052856
55,0.9970769882202148,0.83327716588974,0.007068264298141003,0.9872838258743286,0.3811739385128021,0.0661921501159668
56,0.9971382021903992,0.836479902267456,0.006915112026035786,0.987555742263794,0.38550445437431335,0.06365610659122467
57,0.9971548914909363,0.8373259902000427,0.006880293134599924,0.9875497817993164,0.38492774963378906,0.0595691092312336
58,0.9972653985023499,0.843254029750824,0.006591146346181631,0.9878122806549072,0.40036875009536743,0.05952385440468788
59,0.9972997307777405,0.8451311588287354,0.006510486360639334,0.9879074096679688,0.3931830823421478,0.06295643001794815
60,0.9972167611122131,0.8406769633293152,0.006719119381159544,0.9876888394355774,0.3838294446468353,0.06798644363880157
61,0.9973786473274231,0.8494021892547607,0.006312601733952761,0.9878149628639221,0.3915840983390808,0.06867868453264236
62,0.9973488450050354,0.8477810025215149,0.006385039538145065,0.9881028532981873,0.3789254128932953,0.06443718820810318
63,0.9974204301834106,0.85169917345047,0.006204523611813784,0.9875664710998535,0.39403054118156433,0.06810091435909271
64,0.9974215626716614,0.85170978307724,0.006205934099853039,0.9865348935127258,0.36638200283050537,0.06459388136863708
65,0.9974156022071838,0.8513711094856262,0.006217271089553833,0.987795889377594,0.3855401873588562,0.06669916957616806
66,0.9975467324256897,0.8585056662559509,0.005879058036953211,0.9873645305633545,0.37771135568618774,0.07045334577560425
67,0.9974718689918518,0.8544084429740906,0.006092491559684277,0.9878553152084351,0.38014116883277893,0.0696643590927124
68,0.9976301789283752,0.8630068898200989,0.005683141760528088,0.9877767562866211,0.3690919876098633,0.07227776944637299
69,0.9975553750991821,0.8588730692863464,0.005870790220797062,0.9861530065536499,0.3625030815601349,0.07470386475324631
70,0.9975934028625488,0.8610013127326965,0.005778168793767691,0.9861642718315125,0.3991515338420868,0.05684472620487213
71,0.9976528882980347,0.8642601370811462,0.005613864399492741,0.9878318309783936,0.38197195529937744,0.07136063277721405
72,0.9976595044136047,0.8646200299263,0.005621233955025673,0.9873809814453125,0.3793089985847473,0.07034910470247269
73,0.9976938366889954,0.8665515184402466,0.005520001985132694,0.9878573417663574,0.3744640052318573,0.07228147983551025
74,0.9977476596832275,0.869543731212616,0.005377358756959438,0.9879153966903687,0.38407617807388306,0.07119201868772507
75,0.9977114796638489,0.8674799799919128,0.005483629647642374,0.9878379106521606,0.3859027922153473,0.06874048709869385
76,0.997713565826416,0.8675520420074463,0.005486358888447285,0.9876336455345154,0.37616869807243347,0.07369159907102585
77,0.9978708028793335,0.8762993216514587,0.005063917953521013,0.9876955151557922,0.38960838317871094,0.06713227182626724
78,0.9978028535842896,0.8724749684333801,0.00524749793112278,0.987392783164978,0.3651806712150574,0.07159488648176193
79,0.997858464717865,0.8755181431770325,0.005108464043587446,0.9877461791038513,0.3740884065628052,0.07564260810613632
80,0.997876763343811,0.8765305280685425,0.0050657968968153,0.9878396987915039,0.38447773456573486,0.07394284754991531
81,0.9978966116905212,0.8775994181632996,0.005019282456487417,0.9878749251365662,0.38861578702926636,0.0684458464384079
82,0.9977198839187622,0.8678643107414246,0.005508469417691231,0.9879581928253174,0.38774627447128296,0.07446511834859848
83,0.9979273676872253,0.8793189525604248,0.004954539705067873,0.9878259301185608,0.38692596554756165,0.06925072520971298
84,0.9979268312454224,0.8793022632598877,0.004942229948937893,0.9878730773925781,0.38608065247535706,0.07320693135261536
85,0.9980189800262451,0.8844486474990845,0.004708828870207071,0.9879891872406006,0.3732001781463623,0.07680926471948624
86,0.9979801177978516,0.8822421431541443,0.00481529301032424,0.9877586960792542,0.3824358880519867,0.07492668926715851
87,0.9980337619781494,0.8852190375328064,0.004675538279116154,0.987784743309021,0.3769152760505676,0.07522992789745331
88,0.9979823231697083,0.882331132888794,0.004821219947189093,0.9877920746803284,0.39312034845352173,0.0706685408949852
89,0.9980520606040955,0.8862323760986328,0.004627356771379709,0.9880515933036804,0.37851643562316895,0.07965580374002457
90,0.9981082081794739,0.88938307762146,0.004492189269512892,0.9877929091453552,0.37217265367507935,0.07766027748584747
91,0.9981053471565247,0.8891844153404236,0.00449802540242672,0.9879263043403625,0.3743114173412323,0.07728946954011917
92,0.9980878233909607,0.8882485628128052,0.004545168951153755,0.987626850605011,0.3919328451156616,0.07391683757305145
93,0.9981175065040588,0.8898980021476746,0.004472669679671526,0.9877338409423828,0.380451500415802,0.07576771080493927
94,0.9981305003166199,0.8906255960464478,0.004441548138856888,0.9878852963447571,0.3753895163536072,0.07589937001466751
95,0.9981697797775269,0.8928000926971436,0.004348572809249163,0.9878672957420349,0.3855077922344208,0.07643614709377289
96,0.9981456995010376,0.8914771676063538,0.004411609377712011,0.9876264929771423,0.3537065088748932,0.08160214126110077
97,0.99820476770401,0.8947253823280334,0.004247993230819702,0.9881680011749268,0.38436219096183777,0.07541908323764801
98,0.9981988072395325,0.8944432735443115,0.004265940748155117,0.9878894686698914,0.3835603594779968,0.07370118796825409
99,0.9981427788734436,0.8912370800971985,0.0044211274944245815,0.9878923296928406,0.3904053866863251,0.07395098358392715
