epoch,accuracy,io_u,loss,val_accuracy,val_io_u,val_loss
90,0.9996646046638489,0.9794895052909851,0.0007924867095425725,0.9896537065505981,0.4510043263435364,0.17386655509471893
91,0.9992186427116394,0.9528564214706421,0.001961442409083247,0.9894921183586121,0.4374661147594452,0.12610457837581635
92,0.999660849571228,0.9792702198028564,0.0008084751316346228,0.9897315502166748,0.45081883668899536,0.1548929214477539
93,0.9997625946998596,0.9854234457015991,0.0005668774829246104,0.989753007888794,0.4543619453907013,0.19035756587982178
94,0.9997597932815552,0.9852775931358337,0.0005720205954276025,0.9897918701171875,0.4564584493637085,0.18958337604999542
95,0.9997265934944153,0.9833066463470459,0.000650753965601325,0.9897931814193726,0.4566422402858734,0.16255204379558563
96,0.9997106194496155,0.9823199510574341,0.0006886693881824613,0.9897220134735107,0.4543541371822357,0.16550707817077637
97,0.9996975660324097,0.9815352559089661,0.0007168078445829451,0.9897620677947998,0.46110454201698303,0.1665130853652954
98,0.9996922016143799,0.9811883568763733,0.0007294064271263778,0.9898529052734375,0.4586939215660095,0.16568413376808167
99,0.9996861219406128,0.980823814868927,0.0007461415370926261,0.9898481965065002,0.4534018635749817,0.15812881290912628
